dn,ndn,cl_lo,cl_hi,ch_id,key1,key2,key3,key4,lang,src,ft,fn,fp,nfn,nfp
2M Multiplication Table,२ग गुणन तालिका,2,4,"[""2M13"",""2M09.01""]",Mathematics,Arithmetic,Multiplication & Division,,both,OLE,EP,,,,
2M Multiplication as Repeated Addition,२ग गुणन र जोडको सम्‍बन्‍ध,2,4,"[""2M13"",""2M09.01""]",Mathematics,Arithmetic,Multiplication & Division,,both,OLE,EP,,,,
2M Multiplication by 0 and 10,२ग ० र १० द्वारा गुणन,2,4,"[""2M13"",""2M09.01""]",Mathematics,Arithmetic,Multiplication & Division,,both,OLE,EP,,,,
2M Multiplication of 2 digit numbers,२ग २ अंक भएका संख्याको गुणन,2,4,"[""2M13"",""2M09.01""]",Mathematics,Arithmetic,Multiplication & Division,,both,OLE,EP,,,,
2M Simple Multiplication Word Problems,२ग सरल गुणन शाब्‍दिक समस्‍या,2,4,"[""2M13"",""2M09.01""]",Mathematics,Arithmetic,Multiplication & Division,,both,OLE,EP,,,,
2M Basic Division,२ग सरल भाग,2,4,"[""2M14"",""2M09.02""]",Mathematics,Arithmetic,Multiplication & Division,,both,OLE,EP,,,,
2M Bar Graph,२ग स्‍तम्‍भ चित्र,2,4,"[""2M17"",""4M14"",""5M14"",""2M08.01""]",Mathematics,Other Mathematics,Graphs,,both,OLE,EP,,,,
2M Fraction,२ग भिन्न,2,4,"[""2M18"",""2M06.04""]",Mathematics,Arithmetic,Fractions,,both,OLE,EP,,,,
2M Weight,२ग तौल,3,5,"[""4M11""]",Mathematics,Measurement,Weight,,both,OLE,EP,,,,
2M Algebra,२ग बीज गणित,2,4,"[""6M11.02""]",Mathematics,Algebra,,,both,OLE,EP,,,,
3M Line segment,३ग रेखा खण्डहरू,3,5,"[""4M01""]",Mathematics,Geometry,Shapes,Line,both,OLE,EP,,,,
3M Angle,३ग कोण,3,5,"[""4M01.03"",""4M01""]",Mathematics,Geometry,Shapes,Angle,both,OLE,EP,,,,
3M Quadrilaterals,३ग चतुर्भुज,3,5,"[""2M07.01""]",Mathematics,Geometry,Shapes,Quadrilateral,both,OLE,EP,,,,
3M Even and odd number,३ग जोर र बिजोर,3,5,"[""2M04.02""]",Mathematics,Numbers,,,both,OLE,EP,,,,
3M Multiplication,३ग गुणन,3,5,"[""3M05.03""]",Mathematics,Arithmetic,Multiplication & Division,,both,OLE,EP,,,,
3M Division,३ग भाग,2,3,"[""3M05.04"",""2M09.02""]",Mathematics,Arithmetic,Multiplication & Division,,both,OLE,EP,,,,
3M Money,३ग पैसा,3,5,"[""6M05.02"",""4M08""]",Mathematics,Measurement,Currency,,both,OLE,EP,,,,
3M Weight,३ग तौल,3,5,"[""3M07.04""]",Mathematics,Measurement,Weight,,both,OLE,EP,,,,
3M Fractions,३ग भिन्‍न,3,5,"[""3M03.03""]",Mathematics,Arithmetic,Fractions,,both,OLE,EP,,,,
3M Decimal numbers,३ग दशमलव सङ्ख्या,3,5,"[""4M06""]",Mathematics,Numbers,Decimals,,both,OLE,EP,,,,
3M Bill and budget,३ग बिल र बजेट,3,3,"[""4M13""]",Social Studies,Community,Everyday Life,Budget,both,OLE,EP,,,,
3M Algebra,३ग बीजगणित,3,5,"[""6M11.02""]",Mathematics,Algebra,,,both,OLE,EP,,,,
4M Solid shapes,४ग ठोस आकृतिहरू,4,6,"[""4M01.01"",""4M03"",""5M02""]",Mathematics,Geometry,Shapes,Solids,both,OLE,EP,,,,
4M Angles,४ग कोणका जोडा,4,6,"[""4M01""]",Mathematics,Geometry,Shapes,Angle,both,OLE,EP,,,,
4M Rounding off numbers,४ग सङ्ख्याहरूको शून्यान्त,4,6,"[""4M02.03"",""5M03"",""4M04""]",Mathematics,Arithmetic,Rounding,,both,OLE,EP,,,,
4M Prime and composite numbers,४ग रूढ र संयुक्त सङ्ख्याहरू,4,6,"[""4M02.04"",""4M04""]",Mathematics,Numbers,Prime,,both,OLE,EP,,,,
4M Fraction,४ग भिन्‍न,4,6,"[""4M04.01"",""4M04""]",Mathematics,Arithmetic,Fractions,,both,OLE,EP,,,,
4M Percentage,४ग प्रतिशत,4,4,"[""4M06""]",Mathematics,Arithmetic,Percent,,both,OLE,EP,,,,
4M Set,४ग समूह,4,6,"[""4M08.02""]",Mathematics,Numbers,Sets,,both,OLE,EP,,,,
4M Algebra: Variable and Constant,४ग बीजगणित: चल र अचल,4,6,"[""4M15""]",Mathematics,Algebra,Variable,,both,OLE,EP,,,,
4M Algebra: Terms and Expressions,४ग बीजगणित: पद तथा अभिव्‍यञ्जक,4,6,"[""4M15"",""5M15""]",Mathematics,Algebra,Expressions,,both,OLE,EP,,,,
4M Algebra: Like and Unlike terms,४ग बीजगणित: सजातीय र विजातीय पदहरू,4,6,"[""4M15"",""5M15""]",Mathematics,Algebra,Variable,,both,OLE,EP,,,,
4M Algebra: Equation,४ग बीजगणित: (भाग-१),4,6,"[""4M15""]",Mathematics,Algebra,Equations,,both,OLE,EP,,,,
5M Area,५ग क्षेत्रफल,5,6,"[""5M12""]",Mathematics,Measurement,Area,,both,OLE,EP,,,,
5M Measurement of angles,५ग कोणहरूको नाप,5,7,"[""5M01""]",Mathematics,Geometry,Angles,,en,OLE,EP,,,,
5M Fraction,५ग भिन्‍न,2,6,"[""5M05""]",Mathematics,Arithmetic,Fractions,,both,OLE,EP,,,,
5M Unitary Method,५ग एेकिक नियम,5,7,"[""6M02.07""]",Mathematics,Arithmetic,Unitary Method,,both,OLE,EP,,,,
5M Simple interest,५ग साधारण ब्याज,5,7,"[""5M13""]",Social Studies,Economy,Finance,Interest,both,OLE,EP,,,,
5M Set,५ग समूह,5,7,,Mathematics,Numbers,Sets,,both,OLE,EP,,,,
5M Algebraic Expressions,५ग बीजीय अभिव्‍यञ्‍जक,5,7,"[""5M15""]",Mathematics,Algebra,Expression,,both,OLE,EP,,,,
5M Algebraic Equation,५ग बीजीय समीकरण,5,7,"[""5M16""]",Mathematics,Algebra,Equations,,both,OLE,EP,,,,
5M Application of Equations,५ग बीजीय समीकरणको प्रयोग,5,7,"[""5M16""]",Mathematics,Algebra,Other Algebra,,both,OLE,EP,,,,
6M Lines,६ग रेखाहरू,6,8,"[""6M13.02"",""6M05.01""]",Mathematics,Geometry,Shapes,Line,both,OLE,EP,,,,
6M Triangles Angles and Polygons,६ग त्रिभुज कोण र बहुभुजहरू,6,8,"[""6M05.01"",""6M05.02""]",Mathematics,Geometry,Shapes,Triangles,both,OLE,EP,,,,
6M Coordinates,६ग निर्देशाङ्‌क,6,8,"[""6M12.06"",""6M05.05""]",Mathematics,Geometry,Coordinate Grids,,both,OLE,EP,,,,
6M Perimeter and area,६ग परिमिति र क्षेत्रफल,6,8,"[""6M17.01"",""6M17.02"",""6M05.02""]",Mathematics,Measurement,Perimeter,,both,OLE,EP,,,,
6M Symmetry,६ग सममिति,6,8,"[""6M18.01"",""6M05.06""]",Mathematics,Geometry,Shapes,Symmetry,both,OLE,EP,,,,
6M Set,६ग समूह,6,8,"[""6M01.01"",""6M01.02"",""6M01.03""]",Mathematics,Numbers,Sets,,both,OLE,EP,,,,
6M The Number System,६ग सङ्ख्या प्रणाली,6,8,"[""6M02.01"",""6M02.02"",""6M02.03""]",Mathematics,Numbers,,,both,OLE,EP,,,,
6M Prime Factorization,६ग रूढ खण्‍डीकरण,6,8,"[""6M02.08""]",Mathematics,Algebra,Other Algebra,,both,OLE,EP,,,,
6M Profit and loss,६ग नाफा र नोक्सान,6,8,"[""6M07.02""]",Social Studies,Economy,Business,Other Business,both,OLE,EP,,,,
6M Unitary method,६ग एेकिक नियम,6,8,"[""6M08.01"",""7M08"",""6M02.07""]",Mathematics,Arithmetic,Unitary Method,,np,OLE,EP,,,,
6M Simple Interest,६ग साधारण ब्याज,6,8,"[""6M09.01""]",Mathematics,Economy,Finance,Interest,both,OLE,EP,,,,
6M Introduction to Inequality,६ग असमानताको परिचय,6,8,"[""6M12.04"",""6M04.03""]",Mathematics,Algebra,Other Algebra,,both,OLE,EP,,,,
6M Properties of Inequality,६ग असमानताको विशेषताह,6,8,"[""6M12.05"",""6M04.03""]",Mathematics,Algebra,Other Algebra,,both,OLE,EP,,,,
7M Angles,७ग कोणका जोडा,,,"[""7M11.01"",""7M13""]",Mathematics,Geometry,Shapes,Angle,both,OLE,EP,,,,
7M Construction of Angles,७ग कोणको रचना,7,9,"[""7M11.02"",""7M13""]",Mathematics,Geometry,Shapes,Angle,both,OLE,EP,,,,
7M Quadrilaterals,७ग चतुर्भुजको परिचय,7,9,"[""7M11.04"",""7M14""]",Mathematics,Geometry,Shapes,Quadrilateral,both,OLE,EP,,,,
7M Simlarity and Congruency,७ग समरूप र अनुरूप,7,9,"[""7M11.06"",""7M15""]",Mathematics,Geometry,Shapes,Other Shapes,both,OLE,EP,,,,
7M Regular Solid Objects,७ग नियमित ठोस वस्तुका,7,9,"[""7M11.08"",""7M16""]",Mathematics,Geometry,Shapes,Solids,both,OLE,EP,,,,
7M Surface Area and Volume of Cuboid,७ग षड्मुखाको सतह क्षेत्रफल र,7,9,"[""7M11.05"",""7M16""]",Mathematics,Measurement,Volume,,both,OLE,EP,,,,
7M Transformation,७ग परावर्तन परिक्रमण र विस्थापन,7,9,"[""7M10.02"",""7M19""]",Mathematics,Geometry,Other Geometry,,both,OLE,EP,,,,
7M Tesellation,७ग टेसिलेसनको धारणा,7,9,"[""7M11.09"",""7M19""]",Mathematics,Geometry,Shapes,Other Shapes,both,OLE,EP,,,,
7M Bearing and Scale Drawing,७ग समूह,7,9,"[""7M11.10"",""7M20""]",Mathematics,Geometry,Coordinate Grids,,both,OLE,EP,,,,
7M Binary and Quinary Number System,७ग द्वि-आधार र पञ्च आधार,7,9,"[""7M02.06"",""7M02.07"",""7M03""]",Mathematics,Numbers,Other Numbers,,both,OLE,EP,,,,
7M Integer,७ग पूर्णाङ्क सङ्ख्या,7,9,"[""7M02.09"",""7M02.10"",""7M02.11"",""7M03""]",Mathematics,Numbers,Other Numbers,,both,OLE,EP,,,,
7M Square Root,७ग वर्गमूल,7,9,"[""7M02.02"",""7M02.03"",""7M04""]",Mathematics,Arithmetic,Squares & Roots,,both,OLE,EP,,,,
7M Ratio Percentage & Proportion,७ग अनुपात प्रतिशत र समानुपात,7,9,"[""7M05.01"",""7M05.02"",""7M05.03"",""7M04""]",Mathematics,Arithmetic,Rates and Ratios,,both,OLE,EP,,,,
7M Unitary Method,७ग ऐकिक नियम,7,9,"[""7M08.06"",""7M08""]",Mathematics,Arithmetic,Unitary Method,,both,OLE,EP,,,,
7M Discrete and Grouped Data & Mean,७ग समूहगत र असमूहगत तथ्याङ्क र मध्यक,7,9,"[""7M01.05"",""7M21""]",Mathematics,Arithmetic,Other Arithmetic,,both,OLE,EP,,,,
7M Algebraic Expression,७ग बीजीय अभिव्यञ्यक,7,9,"[""7M08.03"",""7M08.04"",""7M08.05"",""7M11""]",Mathematics,Algebra,,,both,OLE,EP,,,,
7M Exponents,७ग घात र घाताङ्क,7,9,"[""7M08.01"",""7M10""]",Mathematics,Algebra,Exponent,,both,OLE,EP,,,,
7M Equations and Inequalities,७ग समीकरण र असमानता,7,9,"[""7M09.02"",""7M09.03"",""7M12""]",Mathematics,Algebra,Equations,,both,OLE,EP,,,,
7M Function,७ग फलन,7,9,"[""7M10.03"",""7M12""]",Mathematics,Trigonometry,Functions,,both,OLE,EP,,,,
8M Triangles,८ग त्रिभुज,8,10,"[""9M13""]",Mathematics,Geometry,Shapes,Triangles,both,OLE,EP,,,,
8M Quadrilaterals,८ग चतुर्भुजको परिचय,8,10,"[""9M14""]",Mathematics,Geometry,Shapes,Quadrilateral,both,OLE,EP,,,,
8M Construction of Polygons,८ग बहुभुजको रचना,8,10,"[""9M15""]",Mathematics,Geometry,Shapes,Other Shapes,both,OLE,EP,,,,
8M Circle,८ग वृत्त,8,10,"[""9M16""]",Mathematics,Geometry,Shapes,Circle,both,OLE,EP,,,,
8M Perimeter,८ग परिमिति,8,10,"[""7M09""]",Mathematics,Measurement,Perimeter,,both,OLE,EP,,,,
8M Volume,८ग आयतन,8,10,"[""8M08""]",Mathematics,Measurement,Volume,,both,OLE,EP,,,,
8M Transformation,८ग स्थानान्तरण,8,10,"[""8M19""]",Mathematics,Geometry,Other Geometry,,both,OLE,EP,,,,
8M Bearing and Scale Drawing,८ग दिशास्थिति र स्केल ड्रइङ,8,10,"[""8M20""]",Mathematics,Geometry,Coordinate Grids,,both,OLE,EP,,,,
8M Set,८ग समूह,8,10,"[""7M01.01"",""7M01.02"",""7M01.03"",""7M01""]",Mathematics,Numbers,Sets,,both,OLE,EP,,,,
8M Rational and Irrational,८ग अनुपातिक र अनानुपातिक,8,10,"[""8M03""]",Mathematics,Numbers,Other Numbers,,both,OLE,EP,,,,
8M Ratio Percentage & Proportion,८ग अनुपात प्रतिशत र समानुपात,8,10,"[""8M04""]",Mathematics,Arithmetic,Rates and Ratios,,both,OLE,EP,,,,
8M Profit Loss & Discount,८ग  नाफा नोक्सान र छुट,8,10,"[""8M05""]",Mathematics,Applied Mathematics,Other Applied Math,,both,OLE,EP,,,,
8M Unitary Method,८ग ऐकिक नियम,8,10,"[""8M06""]",Mathematics,Arithmetic,Unitary Method,,both,OLE,EP,,,,
8M Simple Interest,८ग साधारण ब्याज,8,10,"[""8M07""]",Social Studies,Economy,Finance,Interest,both,OLE,EP,,,,
8M Statistics,८ग तथ्याङ्क शास्त्र,8,10,"[""8M21""]",Mathematics,Applied Mathematics,Statistics,,both,OLE,EP,,,,
8M Factorization,८ग खण्डीकरण,8,10,"[""9M09""]",Mathematics,Algebra,Other Algebra,,both,OLE,EP,,,,
8M HCF and LCM,८ग ल.स. र म.स.,8,10,"[""9M10""]",Mathematics,,,,both,OLE,EP,,,,
8M Equation and inequality,८ग समिकरण र असमानता,8,10,"[""7M12""]",Mathematics,Algebra,Equations,,both,OLE,EP,,,,
1S Animal body parts,१वि जनावरको शरीरका अङ्गहरू,1,3,[],Science,Biology,Organs Animal,,both,OLE,EP,,,,
1S Grass and Flesh Eating Animals,१वि घा‍ँस खाने र मासु खाने जनावर,1,3,[],Science,Biology,Other Biology,Scientific Classification,both,OLE,EP,,,,
1S Babies of Animals,१वि जनावरका बच्‍चाहरू,1,3,"[""4S05""]",Science,Biology,Life Processes,,both,OLE,EP,,,,
1S Animals with Horns and Tails,१वि सिङ तथा पुच्‍छर भएका जनावरहरू,1,3,,Science,Biology,Organs Animal,Tail,both,OLE,EP,,,,
1S Animals with Wings,१वि पखेटा भएका जनावरहरू,1,3,"[""5S04""]",Science,Biology,Birds,,both,OLE,EP,,,,
1S Types of plants,१वि विभिन्‍न किसिमका बिरुवाहरू,1,3,[],Science,Biology,Plants,,both,OLE,EP,,,,
1S Parts of a plant,१वि बिरुवाका विभिन्‍न भागहरू,1,3,[],Science,Biology,Organs Plant,,both,OLE,EP,,,,
1S Care of Animals and Plants,१वि जनावर र बिरूवाको हेरचाह,1,3,"[""8EN01""]",Social Studies,Economy,Agriculture,Ranching,both,OLE,EP,,,,
1S Shapes and Sizes,१वि आकार र साइज,1,3,"[""1M01""]",Science,,,,both,OLE,EP,,,,
1S Weather,१वि मौसम,1,3,"[""4S08""]",Science,Earth,Climate,Weather,both,OLE,EP,,,,
2S Characteristics of animals,२वि जनावरका गुणहरू,2,4,,Science,Biology,Other Biology,Scientific Classification,both,OLE,EP,,,,
2S Living and nonliving things,२वि सजीव र निर्जीव वस्तुहरू,2,4,,Science,Biology,Other Biology,Scientific Classification,both,OLE,EP,,,,
2S Animal's Home,२वि जनावरको वासस्‍थान,2,4,"[""4S03""]",Science,Biology,Ecology,Habitat,both,OLE,EP,,,,
2S Domestic and wild animals,२वि घरपालुवा र जङ्गली जनावर,2,4,,Science,Biology,Ecology,,both,OLE,EP,,,,
2S Animal's food and modes of feeding,२वि जनावरको खाना र खाने तरीका,2,4,[],Science,Biology,Ecology,,both,OLE,EP,,,,
2S Foods from animals and plants,२वि जनावर र बिरुवाबाट पाइने खानेकुरा,2,4,,Science,Biology,Ecology,,both,OLE,EP,,,,
2S Heat and light,२वि ताप र प्रकाश,2,5,"[""5S03""]",Science,Technology,Energy Sources,,both,OLE,EP,,,,
2S Shadow,२वि छाया,2,4,,Science,Earth,Climate,Cloud,both,OLE,EP,,,,
2S Day And Night,२वि दिन र रात,2,4,"[""5S08""]",Science,Earth,Other Earth,About,both,OLE,EP,,,,
2S Colours of Sunlight,२वि सूर्यको प्रकाशका रङहरू,2,4,,Science,Physics,Electromagnetism,Light,both,OLE,EP,,,,
2S Hand washing,२वि हात धुने तरिका,2,4,"[""6H04""]",Science,Medicine,Healthy Living,Personal Hygiene,both,OLE,EP,,,,
2S Personal hygiene,२वि शरीरको सफाइ,2,3,"[""6H04""]",Science,Medicine,Healthy Living,Personal Hygiene,both,OLE,EP,,,,
2S Foods I eat,२वि मेरो खानेकुरा,2,4,,Science,Medicine,Healthy Living,Nutrition,both,OLE,EP,,,,
3S Living and Non-living things,३वि सजीव र निर्जीव वस्तुहरू,3,5,,Science,Biology,Other Biology,Metabolism,both,OLE,EP,,,,
3S Animal's home,३वि जनावरको वासस्थान,3,5,"[""4S03""]",Science,Biology,Ecology,Habitat,both,OLE,EP,,,,
3S Animal's food and feeding,३वि जनावरहरूको खाना र खाने तरीका,3,5,[],Science,Biology,Other Biology,Evolution,both,OLE,EP,,,,
3S Types of Plants,३वि विभिन्न प्रकारका बिरुवाहरू,,,[],Science,Biology,Plants,,both,OLE,EP,,,,
3S Advantages of plants,३वि बिरुवाबाट पाइने फाइदा,3,5,"[""5S04""]",Science,Biology,Ecology,,both,OLE,EP,,,,
3S Advantages of Animals,३वि जनावरबाट हुने फाइदा,3,5,"[""4S01.00"",""4S05""]",Science,Biology,Ecology,,both,OLE,EP,,,,
3S Clean Environment,३वि सफा वातावरण,3,5,"[""4H02""]",Science,Medicine,Specialties,Public Health,both,OLE,EP,,,,
3S Types of matter,३वि पदार्थका प्रकारहरू,3,5,"[""5S06""]",Science,Physics,Materials,Matter,both,OLE,EP,,,,
3S Clouds and water,३वि बादल र पानी,3,5,"[""4S06""]",Science,Earth,Climate,Cloud,both,OLE,EP,,,,
3S Biogas and compost,३वि गोबर ग्यास र कम्पोष्ट,3,6,"[""5H02"",""5S03"",""4H02""]",Science,Earth,Human Impact,Waste & Recycling,both,OLE,EP,,,,
3S Clean body,३वि सफा शरीर,3,5,"[""4H01"",""5H01""]",Science,Medicine,Healthy Living,Personal Hygiene,both,OLE,EP,,,,
3S Nutritious food,३वि पौष्‍टिक खाना,3,5,"[""4S02.06"",""4H03"",""4S03""]",Science,Medicine,Healthy Living,Nutrition,both,OLE,EP,,,,
4S Vertebrate & Invertebrate Animals,४वि ढाड भएका र नभएका जनावरहरू,4,6,"[""4S01.01"",""4S04""]",Science,Biology,Zoology,Vertebrates,both,OLE,EP,,,,
4S Oviparous & Viviparous Animals,४वि फुल पार्ने र बच्चा जन्माउने जनावरहरू,4,6,"[""4S04""]",Science,Biology,Zoology,Oviparous,both,OLE,EP,,,,
4S Animals Found on Land and in Water,४वि पानीमा बस्ने र जमिनमा बस्ने जनावरहरू,4,6,"[""4S04""]",Science,Biology,Zoology,Amphibians,both,OLE,EP,,,,
4S Life Processes,४वि जीवन प्रक्रिया,4,6,"[""4S05"",""5S05""]",Science,Biology,Other Biology,Life Processes,both,OLE,EP,,,,
4S Different Stages of Plants,४वि बिरुवाका विकासका चरणहरू,4,6,"[""4S01.06"",""4S05""]",Science,Biology,Life Processes,,both,OLE,EP,,,,
4S Plants found on land and in water,४वि जमिन र पानीमा पाइने बिरुवाहरू,4,6,"[""4S04""]",Science,Biology,Plants,,both,OLE,EP,,,,
4S Matter,४वि पदार्थ,4,6,"[""4S01.11"",""5S06"",""4S06""]",Science,Physics,Materials,Matter,both,OLE,EP,,,,
4S Energy,४वि शक्ति,4,8,"[""4S07""]",Science,Physics,Forces,Work & Energy & Power,both,OLE,EP,,,,
4S The Earth,४वि पृथ्वी,4,6,"[""4S01.15"",""4S08""]",Science,Earth,Other Earth,About,both,OLE,EP,,,,
4S Solar System,४वि सौर्यमण्डल,4,10,"[""4S01.16"",""5S08"",""5SS07.01"",""4S08""]",Science,Astronomy,Solar System,,both,OLE,EP,,,,
4S Information and communication technology,४वि सूचना र सञ्चार प्रविधि,4,6,"[""4S02""]",Science,IT,Information,,both,OLE,EP,,,,
4S Local technology,४वि स्थानीय प्रविधि,4,6,"[""4S01.18"",""4S02""]",Social Studies,Economy,Other Economy,Local Products,both,OLE,EP,,,,
4S Cleanliness,४वि शरीरको सफाइ,4,6,"[""4S02.01"",""4S02.02"",""4H01"",""5H01""]",Science,Medicine,Healthy Living,Personal Hygiene,both,OLE,EP,,,,
